stick_pk,data_entry_pk
487,3
487,1
488,3
488,1
489,3
489,1
490,3
490,1
491,3
492,3
493,3
494,3
495,3
496,3
497,3
498,3
499,3
500,3
500,1
501,3
502,3
503,3
504,3
505,3
505,1
506,3
506,1
507,3
508,3
509,3
509,1
510,3
511,3
511,1
512,3
513,3
514,3
514,1
515,3
516,3
516,1
517,3
517,1
518,3
519,3
519,1
520,3
520,1
521,3
522,3
522,1
523,3
523,1
524,3
524,1
525,3
525,1
526,3
526,1
527,3
528,3
529,3
529,1
530,3
531,3
532,3
533,3
533,1
534,3
534,1
535,3
535,1
536,3
536,1
537,3
537,1
538,3
538,1
539,3
539,1
540,3
541,3
542,3
543,3
544,3
545,3
546,3
546,1
547,3
548,3
548,1
549,3
549,1
550,3
550,1
551,3
552,3
552,1
553,3
553,1
554,3
554,1
555,3
555,1
556,3
556,1
557,3
558,3
559,3
559,1
560,3
561,3
561,1
562,3
562,1
563,3
564,3
564,1
565,3
565,1
566,3
567,3
568,3
569,3
570,3
571,3
572,3
573,3
574,3
574,1
575,3
575,1
576,3
577,3
578,3
579,3
579,1
580,3
581,3
582,3
583,3
584,3
584,1
585,3
586,3
586,1
587,3
587,1
588,3
589,3
590,3
591,3
591,1
592,3
592,1
593,3
593,1
594,3
594,1
595,3
596,3
597,3
598,3
599,3
599,1
600,3
601,3
602,3
603,3
604,3
605,3
606,3
607,3
608,3
609,3
610,3
611,3
612,3
613,3
614,3
615,3
616,3
617,2
617,1
618,2
618,1
619,3
620,3
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,3
629,1
630,1
631,1
632,1
633,1
634,1
635,1
635,2
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
645,3
645,2
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,2
674,2
675,2
676,2
677,2
678,2
679,2
680,2
681,2
682,2
683,2
684,2
685,2
686,2
687,2
688,2
688,1
689,2
690,2
691,2
692,2
693,2
694,2
695,2
696,2
697,2
698,2
699,2
700,2
701,2
702,2
703,2
704,2
705,2
706,2
707,2
708,2
709,2
710,2
711,2
712,2
713,2
714,2
715,2
716,2
717,2
718,2
719,2
720,2
721,2
722,2
723,2
724,2
725,2
726,2
727,2
727,1
728,2
729,2
730,2
731,2
732,2
732,1
733,2
734,2
735,2
736,2
737,2
738,2
739,2
740,2
741,2
742,2
743,2
744,2
745,2
746,2
747,2
748,2
749,2
750,2
751,2
751,1
752,2
752,1
753,2
753,1
754,2
755,2
755,1
756,2
756,1
757,2
758,2
759,2
760,2
761,2
762,2
763,2
764,2
765,2
765,1
766,2
767,2
768,2
769,2
770,2
771,2
772,2
773,2
774,2
775,2
776,2
777,2
778,2
779,2
780,2
781,2
782,2
783,2
784,2
785,2
786,2
787,2
788,2
789,2
790,2
791,2
792,2
793,2
793,3
793,1
794,2
795,2
796,2
797,2
798,2
799,2
800,2
801,2
802,2
803,2
804,2
804,1
805,2
806,2
806,1
807,2
807,1
808,2
808,1
809,2
810,2
811,2
812,2
813,2
814,2
815,2
816,2
816,1
817,2
817,1
818,2
818,1
819,2
820,2
821,2
822,2
823,2
824,2
824,1
825,2
825,1
826,2
827,2
828,2
829,2
830,2
831,2
832,2
833,2
834,2
835,2
836,2
837,2
838,2
839,2
840,2
841,2
842,2
843,2
844,2
845,2
846,2
847,2
848,2
849,2
850,2
851,2
852,2
853,2
854,2
855,2
856,2
857,2
858,2
859,2
860,2
861,2
862,2
863,2
864,2
865,2
866,2
867,2
868,2
869,2
870,2
871,2
872,2
873,2
874,2
875,2
876,2
877,2
878,2
879,2
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,2
892,2
893,2
894,2
895,2
896,2
897,2
897,1
898,2
899,2
900,2
901,2
902,2
903,2
904,2
905,2
906,2
907,2
908,2
909,2
910,2
911,2
912,2
913,2
914,2
915,2
916,2
917,2
918,2
919,2
920,2
921,2
922,2
923,2
924,2
925,2
926,2
927,2
928,2
929,2
930,2
931,2
932,2
933,2
934,2
935,2
936,2
937,2
938,2
939,2
940,2
941,2
942,2
943,2
944,2
945,2
945,1
946,2
947,2
948,2
949,2
950,2
951,2
952,2
953,2
954,2
955,2
956,2
957,2
958,2
959,2
960,2
961,2
962,2
963,2
964,2
965,2
966,2
967,2
968,2
969,2
970,2
971,2
972,2
973,2
974,2
975,2
976,2
977,2
978,2
979,2
980,1
981,2
982,2
982,1
983,2
983,1
984,2
984,1
985,2
985,1
986,2
986,1
987,2
987,1
988,2
988,1
989,2
989,1
990,2
990,1
991,2
992,2
993,1
994,3
994,1
995,1
996,2
997,2
998,1
999,2
999,1
1000,2
1001,1
1002,1
1003,2
1004,2
1005,2
1005,1
1006,2
1006,1
1007,2
1007,1
1008,2
1009,2
1009,1
1010,2
1011,2
1011,1
1012,2
1012,1
1013,2
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1051,2
1052,2
1053,2
1053,1
1054,2
1054,1
1055,2
1055,1
1056,2
1056,1
1057,2
1057,1
1058,2
1058,1
1059,2
1059,1
1060,2
1060,1
1061,2
1062,2
1062,1
1063,2
1063,1
1064,2
1064,1
1065,2
1065,1
1066,2
1066,1
1067,2
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
